land_ref_label,land_Lat-Center,land_Lon-Center,land_Lat-NW,land_Lon-NW,land_Lat-SE,land_Lon-SE,GRASSY_LOCAL,DENSE_WOOD_LOCAL,WOODY_LOCAL,SUBURBAN_LOCAL,WATERY_LOCAL,URBAN_LOCAL,AGRICULTURAL_LOCAL,GRASSY_BROAD,DENSE_WOOD_BROAD,WOODY_BROAD,SUBURBAN_BROAD,WATERY_BROAD,URBAN_BROAD,AGRICULTURAL_BROAD
schHopeHS_TimberMS_5,40.328281,-74.804559,40.331904188405794,-74.80913775457876,40.3246578115942,-74.79998024542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schHopeHS_TimberMS_6,40.328281,-74.783438,40.331904188405794,-74.78801675457876,40.3246578115942,-74.77885924542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schHopeHS_TimberMS_7,40.319148,-74.825575,40.322771188405795,-74.83015375457876,40.3155248115942,-74.82099624542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schHopeHS_TimberMS_8,40.319148,-74.804559,40.322771188405795,-74.80913775457876,40.3155248115942,-74.79998024542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schHopeHS_TimberMS_9,40.319148,-74.783438,40.322771188405795,-74.78801675457876,40.3155248115942,-74.77885924542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schTollGram_1,40.330632,-74.809579,40.3342551884058,-74.81415775457876,40.327008811594204,-74.80500024542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schTollGram_2,40.330632,-74.78868,40.3342551884058,-74.79325875457876,40.327008811594204,-74.78410124542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schTollGram_3,40.330632,-74.767619,40.3342551884058,-74.77219775457876,40.327008811594204,-74.76304024542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schTollGram_4,40.321026,-74.809579,40.3246491884058,-74.81415775457876,40.31740281159421,-74.80500024542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schTollGram_5,40.321026,-74.78868,40.3246491884058,-74.79325875457876,40.31740281159421,-74.78410124542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schTollGram_6,40.321026,-74.767619,40.3246491884058,-74.77219775457876,40.31740281159421,-74.76304024542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schTollGram_7,40.311546,-74.809579,40.3151691884058,-74.81415775457876,40.3079228115942,-74.80500024542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schTollGram_8,40.311546,-74.78868,40.3151691884058,-74.79325875457876,40.3079228115942,-74.78410124542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schTollGram_9,40.311546,-74.767619,40.3151691884058,-74.77219775457876,40.3079228115942,-74.76304024542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
univArtMuseum_1,40.354959,-74.677713,40.3585821884058,-74.68229175457876,40.351335811594204,-74.67313424542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
univArtMuseum_2,40.354959,-74.656639,40.3585821884058,-74.66121775457876,40.351335811594204,-74.65206024542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
univArtMuseum_3,40.354959,-74.635716,40.3585821884058,-74.64029475457876,40.351335811594204,-74.63113724542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
