land_ref_label,land_Lat-Center,land_Lon-Center,land_Lat-NW,land_Lon-NW,land_Lat-SE,land_Lon-SE,GRASSY_LOCAL,DENSE_WOOD_LOCAL,WOODY_LOCAL,SUBURBAN_LOCAL,WATERY_LOCAL,URBAN_LOCAL,AGRICULTURAL_LOCAL,GRASSY_BROAD,DENSE_WOOD_BROAD,WOODY_BROAD,SUBURBAN_BROAD,WATERY_BROAD,URBAN_BROAD,AGRICULTURAL_BROAD
farmCherryCentered_9,40.29975,-74.687793,40.306996,-74.696951,40.292504,-74.678635,0.038948,0.020631,0.011307,0.240131,0.403731,0.285252,0,0.043828114,0.027780599,0.05476915,0.137289566,0.410294502,0.312742549,0.013295519
farmCherryCentered1000_1,40.31654,-74.73032,40.323786,-74.739478,40.309294,-74.721162,0.391852,0.04128,0.092382,0.302822,0.147401,0.010085,0.014178,0.299393301,0.10434165,0.084304502,0.282407699,0.190978973,0.02358102,0.014992855
farmCherryCentered1000_2,40.31654,-74.716234,40.323786,-74.725392,40.309294,-74.707076,0.341584,0.124319,0.030444,0.24041,0.109473,0.007623,0.146147,0.17708522,0.162775963,0.034810796,0.262235721,0.193443629,0.084970639,0.084678033
farmCherryCentered1000_3,40.31654,-74.702069,40.323786,-74.711227,40.309294,-74.692911,0,0.110602,0.031163,0.677291,0.043048,0.137895,0,0.043598615,0.091492926,0.042851767,0.518372361,0.076774708,0.214799842,0.01210978
farmCherryCentered1000_4,40.310457,-74.73032,40.317703,-74.739478,40.303211,-74.721162,0.107827,0.065737,0.079988,0.516127,0.141657,0.088664,0,0.224420175,0.062182148,0.035365209,0.438165201,0.140119542,0.093378281,0.006369445
farmCherryCentered1000_5,40.310457,-74.716234,40.317703,-74.725392,40.303211,-74.707076,0.340519,0.079059,0.040179,0.242591,0.178853,0.004576,0.114222,0.305444,0.132522,0.019201,0.275578,0.206847,0.015678,0.04473
farmCherryCentered1000_6,40.310457,-74.702069,40.317703,-74.711227,40.303211,-74.692911,0.150656,0.014583,0.077647,0.68899,0.004378,0.035399,0.028347,0.218045,0.080485,0.064139,0.505086,0.062892,0.04914,0.020213
farmCherryCentered1000_7,40.30519,-74.73032,40.312436,-74.739478,40.297944,-74.721162,0.000172,0.031854,0.005825,0.837335,0.07666,0.048154,0,0.16085,0.055758,0.025515,0.544958,0.081433,0.128661,0.002825
farmCherryCentered1000_8,40.30519,-74.716234,40.312436,-74.725392,40.297944,-74.707076,0.460673,0.016689,0.059487,0.126835,0.285063,0.014372,0.036881,0.424546,0.062657,0.040556,0.194757,0.185978,0.05508,0.036427
farmCherryCentered1000_9,40.30519,-74.702069,40.312436,-74.711227,40.297944,-74.692911,0.376477,0.073781,0.147545,0.310801,0.000641,0.06241,0.028345,0.294309,0.089465,0.102853,0.248396,0.172474,0.071778,0.020724
farmDblBrook_1,40.365821,-74.76289,40.36944419,-74.76746875,40.36219781,-74.75831125,0.117896475,0.026676416,0.245370078,0.25164684,0.326019478,0.003540125,0.028850588,0.188138799,0.104187271,0.237790286,0.210592304,0.207998325,0.01183136,0.039461653
farmDblBrook_2,40.365821,-74.741672,40.36944419,-74.74625075,40.36219781,-74.73709325,0.085710726,0.250541908,0.323084541,0.100219314,0.187622196,0.052821315,0,0.102850217,0.284591242,0.182143131,0.227534201,0.105580744,0.090236602,0.007063862
farmDblBrook_3,40.365821,-74.720636,40.36944419,-74.72521475,40.36219781,-74.71605725,0.012735194,0.689379968,0.025315114,0.153330516,0.088863333,0.030375874,0,0.015638958,0.54813621,0.021398941,0.243651111,0.100117071,0.069455295,0.001602415
farmDblBrook_4,40.354852,-74.76289,40.35847519,-74.76746875,40.35122881,-74.75831125,0.314422291,0.039729537,0.17920805,0.076745094,0.204958084,0.007100358,0.177836586,0.223093195,0.114511935,0.164750177,0.261823932,0.129738692,0.054873442,0.051208627
farmDblBrook_5,40.354852,-74.741672,40.35847519,-74.74625075,40.35122881,-74.73709325,0.282811675,0.477860673,0.042433284,0.065452355,0.085349464,0,0.046092548,0.158590868,0.350969512,0.090029779,0.270759586,0.086855898,0.031271215,0.011523142
farmDblBrook_6,40.354852,-74.720636,40.35847519,-74.72521475,40.35122881,-74.71605725,0.170274415,0.492900341,0.145874363,0.043139518,0.114331527,7.63E-05,0.033403571,0.138978235,0.33933523,0.098860977,0.126341101,0.147851412,0.128464432,0.020168613
farmDblBrook_7,40.345643,-74.76289,40.34926619,-74.76746875,40.34201981,-74.75831125,0.162878476,0.085563487,0.03126507,0.596450564,0.011943185,0.111899218,0,0.232324282,0.12473041,0.04514092,0.421699764,0.029178099,0.115938796,0.030987729
farmDblBrook_8,40.345643,-74.741672,40.34926619,-74.74625075,40.34201981,-74.73709325,0.042571084,0.245739825,7.25E-05,0.556279221,0.138217568,0.01711976,0,0.129786883,0.265811038,0.047931647,0.415410476,0.121514644,0.008765342,0.010779969
farmDblBrook_9,40.345643,-74.720636,40.34926619,-74.72521475,40.34201981,-74.71605725,0.051939206,0.24215594,0.108035339,0.052124972,0.229644448,0.316100095,0,0.127025807,0.244918378,0.108421229,0.123048817,0.151549009,0.231259526,0.013777234
farmLawrenceville_1,40.328533,-74.765787,40.33215619,-74.77036575,40.32490981,-74.76120825,0.318446733,0.056137024,0.131141064,0.102402335,0.184506561,0.000526613,0.206839671,0.416384192,0.135300522,0.073060357,0.098532784,0.187880421,0.000131653,0.088710071
farmLawrenceville_2,40.328533,-74.744964,40.33215619,-74.74954275,40.32490981,-74.74038525,0.318446733,0.056137024,0.131141064,0.102402335,0.184506561,0.000526613,0.206839671,0.269773849,0.172962766,0.237614555,0.080916505,0.188180805,0.015880803,0.034670717
farmLawrenceville_3,40.328533,-74.723841,40.33215619,-74.72841975,40.32490981,-74.71926225,0.159658634,0.07596258,0.031781952,0.029111798,0.545508933,0.018583973,0.139392131,0.231701161,0.1146952,0.050719725,0.21763476,0.226804018,0.047935609,0.110509527
farmLawrenceville_4,40.318704,-74.765787,40.32232719,-74.77036575,40.31508081,-74.76120825,0.270601908,0.248664539,0.058874958,0.221452544,0.024866364,0.038916838,0.13662285,0.381534289,0.223209815,0.031178246,0.214464246,0.056047074,0.020387089,0.07317924
farmLawrenceville_5,40.318704,-74.744964,40.32232719,-74.74954275,40.31508081,-74.74038525,0.499027213,0.178624293,0.083625949,0,0.22981285,0.008909696,0,0.516468511,0.147930793,0.046153489,0.029523571,0.2389468,0.00920787,0.011768966
farmLawrenceville_6,40.318704,-74.723841,40.32232719,-74.72841975,40.31508081,-74.71926225,0.079315842,0.207658982,0.101735347,0.322860867,0.151268376,0.036561462,0.100599124,0.266182798,0.132514598,0.088646444,0.261486041,0.169288368,0.016765776,0.065115974
farmLawrenceville_7,40.30969,-74.765787,40.31331319,-74.77036575,40.30606681,-74.76120825,0.222079682,0.095388132,0.034882076,0.440711877,0.109119011,0.097819223,0,0.204305837,0.140125834,0.021476277,0.37017793,0.127023088,0.126640334,0.0102507
farmLawrenceville_8,40.30969,-74.744964,40.31331319,-74.74954275,40.30606681,-74.74038525,0.491739487,0.027966314,0.022968814,0.062640912,0.342576705,0.027315916,0.024791851,0.440001945,0.043746374,0.016725047,0.063925727,0.260823827,0.165878413,0.008898666
farmLawrenceville_9,40.30969,-74.723841,40.31331319,-74.72841975,40.30606681,-74.71926225,0.084081279,0.096261502,0.01487146,0.602336508,0.145274463,0.007874049,0.049300739,0.253855102,0.080848785,0.037321766,0.461092739,0.126164088,0.01280425,0.02791327
farmStony_1,40.363028,-74.74057,40.36665119,-74.74514875,40.35940481,-74.73599125,0.063037334,0.335385231,0.346947622,0.004311425,0.099543347,0.150775041,0,0.105021468,0.335463483,0.160727131,0.162249974,0.127583167,0.107765326,0.001189451
farmStony_2,40.363028,-74.719865,40.36665119,-74.72444375,40.35940481,-74.71528625,0.014006624,0.645999905,0.000325316,0.095977272,0.219879183,0.023811701,0,0.041076768,0.50702138,0.047407577,0.23839941,0.09162565,0.074469215,0
farmStony_3,40.363028,-74.698661,40.36665119,-74.70323975,40.35940481,-74.69408225,0.036216692,0.432602403,0.080833825,0.255147088,0.04770637,0.137844062,0.009649561,0.065932624,0.452256451,0.038153624,0.229851143,0.101107153,0.110286615,0.002412391
farmStony_4,40.352764,-74.74057,40.35638719,-74.74514875,40.34914081,-74.73599125,0.342584094,0.300250957,0.128697055,0.111926689,0.070450063,0,0.046091143,0.160625069,0.314222382,0.070042652,0.322432993,0.112688271,0.00846584,0.011522792
farmStony_5,40.352764,-74.719865,40.35638719,-74.72444375,40.34914081,-74.71528625,0.342584094,0.300250957,0.128697055,0.111926689,0.070450063,0,0.046091143,0.135752916,0.321310818,0.102855609,0.135695988,0.141632142,0.141851139,0.020901387
farmStony_6,40.352764,-74.698661,40.35638719,-74.70323975,40.34914081,-74.69408225,0.002901376,0.313579432,0.006358818,0.345522618,0.262678194,0.068959563,0,0.019089038,0.243876823,0.027777599,0.449709939,0.200034984,0.059511617,0
farmStony_7,40.342669,-74.74057,40.34629219,-74.74514875,40.33904581,-74.73599125,0.002901376,0.313579432,0.006358818,0.345522618,0.262678194,0.068959563,0,0.119250445,0.242809442,0.037882911,0.337120224,0.221987433,0.029140925,0.011808619
farmStony_8,40.342669,-74.719865,40.34629219,-74.72444375,40.33904581,-74.71528625,0.002901376,0.313579432,0.006358818,0.345522618,0.262678194,0.068959563,0,0.055224162,0.230777063,0.116552739,0.212579931,0.145382368,0.235130339,0.004353398
farmStony_9,40.342669,-74.698661,40.34629219,-74.70323975,40.33904581,-74.69408225,0.085619174,0.177884784,0.056700585,0.482846112,0.088903232,0.108046113,0,0.086891108,0.180349396,0.04514344,0.490358033,0.138148002,0.05911002,0
gardenMtLake_1,40.375474,-74.693112,40.37909719,-74.69769075,40.37185081,-74.68853325,0.020157323,0.300481741,0.023110285,0.485520922,0.135116107,0.035613622,0,0.035167381,0.379543403,0.019327832,0.321210221,0.142943568,0.095376526,0.006431068
gardenMtLake_2,40.375474,-74.672103,40.37909719,-74.67668175,40.37185081,-74.66752425,0,0.317657299,0.009926547,0.589963012,0.058480233,0.023972909,0,0.001484111,0.369566934,0.01904901,0.438223027,0.131164187,0.04051273,0
gardenMtLake_3,40.375474,-74.650875,40.37909719,-74.65545375,40.37185081,-74.64629625,0.069512392,0.335513605,0.000543549,0.001182479,0.321921006,0.271326969,0,0.021538391,0.354989109,0.008578627,0.183811247,0.219030535,0.212052092,0
gardenMtLake_4,40.365934,-74.693112,40.36955719,-74.69769075,40.36231081,-74.68853325,0.171155464,0.293969976,0.060552565,0.17698901,0.003233572,0.284449442,0.009649971,0.122547782,0.409578556,0.032756311,0.220918556,0.072821097,0.138156993,0.003220705
gardenMtLake_5,40.365934,-74.672103,40.36955719,-74.67668175,40.36231081,-74.66752425,0.253666026,0.230422367,0.0287913,0.19889459,0.165601367,0.03888684,0.083737511,0.134675269,0.305755391,0.007205009,0.274135731,0.151165114,0.056677142,0.070386343
gardenMtLake_6,40.365934,-74.650875,40.36955719,-74.65545375,40.36231081,-74.64629625,0.042711287,0.09579291,0.019376034,0.456008947,0.055420668,0.330690155,0,0.047234956,0.082373348,0.010882293,0.576892336,0.074620462,0.207996606,0
gardenMtLake_7,40.356519,-74.693112,40.36014219,-74.69769075,40.35289581,-74.68853325,0.024283436,0.242278648,0.035174496,0.234110465,0.406053298,0.058099657,0,0.0956672,0.261325593,0.022595999,0.353776152,0.187155484,0.078671472,0.000808101
gardenMtLake_8,40.356519,-74.672103,40.36014219,-74.67668175,40.35289581,-74.66752425,0.073779078,0.1627477,0.010291573,0.511135706,0.153827222,0.069617521,0.0186012,0.120693213,0.151814306,0.005178747,0.390743881,0.107351126,0.170982843,0.053235883
gardenMtLake_9,40.356519,-74.650875,40.36014219,-74.65545375,40.35289581,-74.64629625,0.05250589,0.013578499,0,0.591765276,0,0.342150334,0,0.062386908,0.00411461,0,0.56067876,0.002000773,0.37081895,0
gardenPrinceton_1,40.356602,-74.677287,40.36022519,-74.68186575,40.35297881,-74.67270825,0.134559713,0.135361199,0.014585071,0.476695993,0.205762208,0.032063899,0.000971918,0.173026895,0.18213236,0.006333921,0.420472537,0.120490521,0.038583985,0.058959781
gardenPrinceton_2,40.356602,-74.656342,40.36022519,-74.66092075,40.35297881,-74.65176325,0.187086962,0.001427958,0,0.42273602,0,0.388749059,0,0.096130589,0.003875689,0,0.410086012,0.001304869,0.488602841,0
gardenPrinceton_3,40.356602,-74.635291,40.36022519,-74.63986975,40.35297881,-74.63071225,0.040358694,0.019347457,0,0.894028721,0.010692288,0.035572839,0,0.01315177,0.04088769,0,0.803703256,0.082189707,0.060067578,0
gardenPrinceton_4,40.347059,-74.677287,40.35068219,-74.68186575,40.34343581,-74.67270825,0.020286962,0.095624429,0,0.679223868,0.007446493,0.197418248,0,0.075718595,0.166742704,0.020729175,0.597840676,0.028247225,0.110721624,0
gardenPrinceton_5,40.347059,-74.656342,40.35068219,-74.66092075,40.34343581,-74.65176325,0.025947708,0.007960632,0,0.000249578,0,0.965842082,0,0.158123797,0.036167083,0.004124012,0.078265554,0.023621136,0.699698417,0
gardenPrinceton_6,40.347059,-74.635291,40.35068219,-74.63986975,40.34343581,-74.63071225,0.017305057,0.06145584,0,0.613820033,0.087073612,0.220345457,0,0.052188471,0.041313566,0.031431106,0.448437803,0.253942855,0.164895644,0.007790556
gardenPrinceton_7,40.337598,-74.677287,40.34122119,-74.68186575,40.33397481,-74.67270825,0.004743713,0.197423677,0.008616457,0.765646439,0.023569713,0,0,0.146752892,0.158255213,0.009462293,0.525244237,0.036912881,0.123372484,0
gardenPrinceton_8,40.337598,-74.656342,40.34122119,-74.66092075,40.33397481,-74.65176325,0.372878951,0.1842977,0.01036909,0.000243374,0.082907574,0.349303311,0,0.320061808,0.142438172,0.030952427,0.041272849,0.124542903,0.337699574,0.003032266
gardenPrinceton_9,40.337598,-74.635291,40.34122119,-74.63986975,40.33397481,-74.63071225,0.487280937,0.012912155,0.123383776,0.047495954,0.102630191,0.194600653,0.031696334,0.352184029,0.029787649,0.08034065,0.055330727,0.204656292,0.269776576,0.007924078
golfHopewell_1,40.373815,-74.804523,40.37743819,-74.80910175,40.37019181,-74.79994425,0.434458087,0.097957634,0.037250623,0.367827838,0.025702174,0,0.036803645,0.369575274,0.157918663,0.063378366,0.261725852,0.068105912,0.009553795,0.069742137
golfHopewell_2,40.373815,-74.783442,40.37743819,-74.78802075,40.37019181,-74.77886325,0.256352159,0.162713449,0.022560238,0.347576697,0.163508767,0.029707952,0.017580737,0.303891381,0.150701489,0.052326088,0.224522731,0.224812045,0.027033173,0.016713093
golfHopewell_3,40.373815,-74.762368,40.37743819,-74.76694675,40.37019181,-74.75778925,0.255972758,0.405988112,0.107114292,0.133092579,0.042295778,0.035208225,0.020328257,0.180094505,0.379599882,0.19282669,0.090168633,0.09501366,0.024151235,0.038145395
golfHopewell_4,40.364166,-74.804523,40.36778919,-74.80910175,40.36054281,-74.79994425,0.218307697,0.105461913,0.141900524,0.247257795,0.180337412,0.021945564,0.084789095,0.285437816,0.168928198,0.103347176,0.181180204,0.130870184,0.065813523,0.0644229
golfHopewell_5,40.364166,-74.783442,40.36778919,-74.78802075,40.36054281,-74.77886325,0.654773687,0.058669156,0.008673082,0.188432065,0.075387254,0.014064756,0,0.364219167,0.130064674,0.086799975,0.176487327,0.188412108,0.02298681,0.03102994
golfHopewell_6,40.364166,-74.762368,40.36778919,-74.76694675,40.36054281,-74.75778925,0.098722571,0.003023769,0.178443739,0.387095221,0.29763248,0.00354004,0.031542181,0.189524579,0.049798813,0.287189443,0.209560535,0.214838201,0.010163537,0.038924891
golfHopewell_7,40.354771,-74.804523,40.35839419,-74.80910175,40.35114781,-74.79994425,0.00676454,0.214549899,0.037595303,0,0.044342103,0.696748155,0,0.154468805,0.28301054,0.058020119,0.018005691,0.148487264,0.31682859,0.021178992
golfHopewell_8,40.354771,-74.783442,40.35839419,-74.78802075,40.35114781,-74.77886325,0.218932434,0.366719061,0.075661011,0.005361811,0.304380503,0,0.028945179,0.331691928,0.239491619,0.152662661,0.046756517,0.164269865,0.04405656,0.02107085
golfHopewell_9,40.354771,-74.762368,40.35839419,-74.76694675,40.35114781,-74.75778925,0.2744963,0.049382228,0.181955748,0.102187211,0.203129773,0.009184567,0.179664174,0.218056062,0.114130629,0.167356458,0.275198251,0.123712853,0.050337183,0.051208564
golfPrinceton_1,40.347688,-74.682536,40.35131119,-74.68711475,40.34406481,-74.67795725,0.122905895,0.367784964,0.026892164,0.288068275,0.048976556,0.145372146,0,0.085960507,0.191805936,0.016193549,0.49105641,0.112269319,0.102714279,0
golfPrinceton_2,40.347688,-74.661537,40.35131119,-74.66611575,40.34406481,-74.65695825,0,0,0,0.082113013,0,0.917886987,0,0.106104949,0.015046491,0.007494314,0.210672466,0.002807801,0.657873979,0
golfPrinceton_3,40.347688,-74.640488,40.35131119,-74.64506675,40.34406481,-74.63590925,0.077865913,0.031153239,0.019274439,0.445849862,0.034553025,0.391303522,0,0.089199472,0.042671498,0.033676803,0.463409882,0.16233629,0.203949985,0.00475607
golfPrinceton_4,40.338103,-74.682536,40.34172619,-74.68711475,40.33447981,-74.67795725,0.07879133,0.162692813,0.031871945,0.568117671,0.030146385,0.128379856,0,0.206381814,0.174085951,0.010024541,0.450553283,0.066982749,0.091971662,0
golfPrinceton_5,40.338103,-74.661537,40.34172619,-74.66611575,40.33447981,-74.65695825,0.668984735,0.024833419,0.005186566,0.111367818,0.030555522,0.159071941,0,0.262132684,0.080982161,0.013756379,0.184470129,0.044862436,0.41379621,0
golfPrinceton_6,40.338103,-74.640488,40.34172619,-74.64506675,40.33447981,-74.63590925,0.753595785,0.023529455,0.034481164,0,0.089066873,0.088135778,0.011190945,0.362903798,0.076290394,0.093320366,0.061878666,0.193201477,0.201494,0.010911299
golfPrinceton_7,40.328815,-74.682536,40.33243819,-74.68711475,40.32519181,-74.67795725,0.09686936,0.184920259,0.006673779,0.228122168,0.157062766,0.247267731,0.079083938,0.265393622,0.227125319,0.007196403,0.292751355,0.10714129,0.080621035,0.019770976
golfPrinceton_8,40.328815,-74.661537,40.33243819,-74.66611575,40.32519181,-74.65695825,0.034146346,0.564818832,0,0,0.214449457,0.186585365,0,0.10286884,0.32217634,0.020387306,0.055556783,0.233167437,0.265843294,0
golfPrinceton_9,40.328815,-74.640488,40.33243819,-74.64506675,40.32519181,-74.63590925,0.192275992,0.054627146,0.135502361,0.191661696,0.019510432,0.406422372,0,0.211231261,0.02681263,0.065760115,0.181662255,0.032370731,0.479176249,0.002986757
preserveMtLakes1000_1,40.369027,-74.690723,40.37265019,-74.69530175,40.36540381,-74.68614425,0.0896063,0.438029021,0.001109518,0.240338854,0.039957667,0.190958639,0,0.099738144,0.351551352,0.027875567,0.256390923,0.108200981,0.144020022,0.01222301
preserveMtLakes1000_2,40.369027,-74.669685,40.37265019,-74.67426375,40.36540381,-74.66510625,0.077578809,0.262903802,0.001189714,0.440759614,0.133729279,0.045942455,0.037896327,0.067552384,0.299496319,0.008936031,0.422329766,0.11803636,0.053649541,0.0299996
preserveMtLakes1000_3,40.369027,-74.648488,40.37265019,-74.65306675,40.36540381,-74.64390925,0.009848002,0.168271647,0.021840951,0.495936439,0.114772621,0.18933034,0,0.018115039,0.181463549,0.011822454,0.446518119,0.147521613,0.194559225,0
preserveMtLakes1000_4,40.358217,-74.690723,40.36184019,-74.69530175,40.35459381,-74.68614425,0.100584821,0.282196392,0.005124623,0.216270654,0.277449502,0.118374008,0,0.164345288,0.228203519,0.03081272,0.296774605,0.170694269,0.09390425,0.015265349
preserveMtLakes1000_5,40.358217,-74.669685,40.36184019,-74.67426375,40.35459381,-74.66510625,0.194799248,0.141437789,0.005058256,0.239141933,0.144805844,0.108775604,0.165981327,0.129480072,0.148779403,0.006727963,0.365818962,0.085799838,0.202597325,0.060796436
preserveMtLakes1000_6,40.358217,-74.648488,40.36184019,-74.65306675,40.35459381,-74.64390925,0.00319085,0.012104413,0,0.689655776,0.002439336,0.292609625,0,0.052191776,0.009361202,0,0.647263728,0.00370449,0.287478804,0
preserveMtLakes1000_7,40.348952,-74.690723,40.35257519,-74.69530175,40.34532881,-74.68614425,0.003083536,0.194698823,0.006387119,0.541038347,0.23982787,0.014964305,0,0.081303034,0.232115689,0.011830138,0.417843132,0.191831203,0.065076804,0
preserveMtLakes1000_8,40.348952,-74.669685,40.35257519,-74.67426375,40.34532881,-74.66510625,0.003083536,0.194698823,0.006387119,0.541038347,0.23982787,0.014964305,0,0.03623845,0.034386929,0.007029941,0.541185976,0.001519572,0.379639134,0
preserveMtLakes1000_9,40.348952,-74.648488,40.35257519,-74.65306675,40.34532881,-74.64390925,0.142689773,0,0,0.262365082,0.000241223,0.594703922,0,0.109116731,0.036531759,0.021612237,0.285882179,0.058487762,0.488369332,0
preserveMtRose_1,40.372664,-74.758727,40.37628719,-74.76330575,40.36904081,-74.75414825,0.242340364,0.388266174,0.135260669,0.171127185,0.018712352,0.035207633,0.009085623,0.187096933,0.406990729,0.145875566,0.102265727,0.103428481,0.018365047,0.035977517
preserveMtRose_2,40.372664,-74.737647,40.37628719,-74.74222575,40.36904081,-74.73306825,0.179429668,0.316910261,0.117864232,0.33519437,0.017618221,0.012757738,0.020225511,0.14018668,0.362916083,0.139497627,0.252871964,0.081285036,0.014367076,0.008875534
preserveMtRose_3,40.372664,-74.716469,40.37628719,-74.72104775,40.36904081,-74.71189025,0.179429668,0.316910261,0.117864232,0.33519437,0.017618221,0.012757738,0.020225511,0.137198273,0.505376303,0.03158229,0.21471952,0.091190613,0.013958125,0.005974876
preserveMtRose_4,40.361706,-74.758727,40.36532919,-74.76330575,40.35808281,-74.75414825,0.141954782,0.007541885,0.14304201,0.670020279,0.027917695,0.009387253,0.000136097,0.146625394,0.065239048,0.232163635,0.318685944,0.185401683,0.012292245,0.039592051
preserveMtRose_5,40.361706,-74.737647,40.36532919,-74.74222575,40.35808281,-74.73306825,0.108248898,0.23407861,0.294022438,0.019551124,0.094565548,0.249533383,0,0.112318645,0.348931312,0.173223816,0.110994586,0.104753247,0.140233322,0.009545072
preserveMtRose_6,40.361706,-74.716469,40.36532919,-74.72104775,40.35808281,-74.71189025,0.018939287,0.591576147,0.001171377,0.1966635,0.168869234,0.022780455,0,0.042304963,0.52031247,0.047473345,0.253953936,0.114670223,0.017809148,0.003475915
preserveMtRose_7,40.352399,-74.758727,40.35602219,-74.76330575,40.34877581,-74.75414825,0.035705794,0.21727009,0.086413954,0.452608601,0.064574901,0.01476498,0.128661679,0.145930896,0.11381566,0.123506991,0.449736658,0.075558872,0.04024413,0.051206794
preserveMtRose_8,40.352399,-74.737647,40.35602219,-74.74222575,40.34877581,-74.73306825,0.266841022,0.293423351,0.161214733,0.180906962,0.053310538,0,0.044303393,0.187177285,0.285298418,0.104902177,0.269363502,0.104166524,0.033607484,0.015484609
preserveMtRose_9,40.352399,-74.716469,40.35602219,-74.72104775,40.34877581,-74.71189025,0.088918698,0.298092065,0.040250882,0.177094221,0.233474608,0.136527636,0.025641889,0.08564731,0.351262426,0.084327403,0.194888109,0.144726987,0.122021601,0.017126164
preserveStonyOctagon_1,40.364018,-74.740553,40.36764119,-74.74513175,40.36039481,-74.73597425,0.082574344,0.291600529,0.332837124,0.016263632,0.136046569,0.140677802,0,0.099592244,0.32326967,0.160114005,0.188487503,0.119498684,0.107932055,0.001105839
preserveStonyOctagon_2,40.364018,-74.719621,40.36764119,-74.72419975,40.36039481,-74.71504225,0.008022972,0.665296601,0.007475546,0.110613775,0.17827036,0.030320746,0,0.028342945,0.509251285,0.038785664,0.258828339,0.094253221,0.070538546,0
preserveStonyOctagon_3,40.364018,-74.698588,40.36764119,-74.70316675,40.36039481,-74.69400925,0.041170615,0.445003535,0.069808121,0.223561272,0.04031068,0.170496076,0.009649701,0.06616768,0.462801579,0.038503672,0.236723199,0.084992427,0.108399018,0.002412426
preserveStonyOctagon_4,40.353131,-74.740553,40.35675419,-74.74513175,40.34950781,-74.73597425,0.349655221,0.318376076,0.125327801,0.083453253,0.077096259,0,0.04609139,0.162184741,0.32243954,0.073086848,0.309138647,0.108300601,0.01332677,0.011522853
preserveStonyOctagon_5,40.353131,-74.719621,40.35675419,-74.72419975,40.34950781,-74.71504225,0.174621149,0.416194384,0.082819119,0.041865141,0.183463848,0.0552342,0.04580216,0.132409464,0.331930796,0.095601562,0.140542596,0.14344051,0.135298893,0.020776179
preserveStonyOctagon_6,40.353131,-74.698588,40.35675419,-74.70316675,40.34950781,-74.69400925,0.002228363,0.328940739,0.009242593,0.320201392,0.272848921,0.066537992,0,0.019529426,0.248881599,0.026065871,0.44484171,0.200804016,0.059877379,0
preserveStonyOctagon_7,40.343789,-74.740553,40.34741219,-74.74513175,40.34016581,-74.73597425,0.045057338,0.296185499,0.00955589,0.491032949,0.120749594,0.002762491,0.034656239,0.127613738,0.244137313,0.047089399,0.352904807,0.187801605,0.028606665,0.011846472
preserveStonyOctagon_8,40.343789,-74.719621,40.34741219,-74.72419975,40.34016581,-74.71504225,0.045057338,0.296185499,0.00955589,0.491032949,0.120749594,0.002762491,0.034656239,0.067287677,0.226466436,0.118338279,0.198146206,0.138345514,0.239941658,0.011474229
preserveStonyOctagon_9,40.343789,-74.698588,40.34741219,-74.70316675,40.34016581,-74.69400925,0.021882678,0.142571702,0.055332629,0.561665155,0.082106899,0.136440938,0,0.066497943,0.170905151,0.039150756,0.535703639,0.123897842,0.063844669,0
schHopeElem_1,40.394606,-74.779177,40.39822919,-74.78375575,40.39098281,-74.77459825,0.754932705,0.084697974,0.045573099,0.025468905,0.089327317,0,0,0.456326182,0.233170975,0.106982748,0.116453348,0.077478691,0.0037878,0.005800256
schHopeElem_2,40.394606,-74.75798,40.39822919,-74.76255875,40.39098281,-74.75340125,0.35907876,0,0.108216922,0.253222139,0.033601931,0.222475659,0.023404589,0.256618747,0.065184971,0.083611764,0.385790933,0.06312116,0.12447004,0.021202385
schHopeElem_3,40.394606,-74.736848,40.39822919,-74.74142675,40.39098281,-74.73226925,0.34381978,0.064277498,0.065116821,0.361480771,0.080192691,0.029754566,0.055357873,0.38502905,0.019713471,0.093401736,0.279312847,0.151205369,0.02167515,0.049662377
